c_id	text_x	transcript	text_y
334489	“是谁？”“是你妈妈。”	"Shi4 shei2? ""Shi4 ni3 ma1ma5."""	"Who is it? ""It's your mother."""
334493	你想要什么喝的吗？	Ni3 xiang3yao4 shen2me5 he1 de5 ma5?	Would you like something to drink?
334494	“滚石不生苔”是一句谚语。	Gun3 shi2 bu4 sheng1 tai2 shi4 yi1 ju4 yan4yu3.	A rolling stone gathers no moss is a proverb.
334497	我从没见过那么大的西瓜！	Wo3 cong2mei2 jian4 guo5 na4me5 da4 de5 xi1gua1!	I've never seen such a giant watermelon!
334498	这是一种西瓜。	Zhe4 shi4 yi1 zhong3 xi1gua1.	This is a kind of watermelon.
334499	我一月份要参加考试。	Wo3 yi1 yue4fen4 yao4 can1jia1 kao3shi4.	I'm taking an exam in January.
334500	桌上有一只橙子。	Zhuo1 shang4 you3 yi1 zhi1 cheng2zi5.	There's an orange on the table.
334501	我能吃这只橙子吗？	Wo3 neng2 chi1 zhe4 zhi1 cheng2zi5 ma5?	Can I eat this orange?
334502	我想要橙汁。	Wo3 xiang3yao4 cheng2zhi1.	I'd like orange juice.
334503	他喜欢橙子。	Ta1 xi3huan5 cheng2zi5.	He likes oranges.
334504	橙子在我嘴里留下了一种奇怪的味道。	Cheng2zi5 zai4 wo3 zui3 li3 liu2xia4 le5 yi1 zhong3 qi2guai4 de5 wei4dao5.	The orange left a strange taste in my mouth.
334505	这种水果形状像橙子，味道像菠萝。	Zhe4zhong3 shui3guo3 xing2zhuang4 xiang4 cheng2zi5, wei4dao5 xiang4 bo1luo2.	This fruit is shaped like an orange and tastes like a pineapple.
334506	我在吃米饭。	Wo3 zai4 chi1 mi3fan4.	I'm eating rice.
334530	昨晚我的自行车被偷了。	Zuo2wan3 wo3 de5 zi4xing2che1 bei4 tou1 le5.	I had my bicycle stolen last night.
334531	这辆自行车是谁的？	Zhe4 liang4 zi4xing2che1 shi4 shei2 de5?	Whose bicycle is this?
334532	这是我的自行车。	Zhe4 shi4 wo3 de5 zi4xing2che1.	This is my bicycle.
334533	这辆自行车需要修理。	Zhe4 liang4 zi4xing2che1 xu1yao4 xiu1li3.	This bike needs to be repaired.
334534	他的自行车是蓝色的。	Ta1 de5 zi4xing2che1 shi4 lan2se4 de5.	His bicycle is blue.
334535	这辆自行车属于我。	Zhe4 liang4 zi4xing2che1 shu3yu2 wo3.	This bicycle belongs to me.
334536	他骑自行车去的。	Ta1 qi2 zi4xing2che1 qu4 de5.	He went by bicycle.
334538	这是官方消息。	Zhe4 shi4 guan1fang1 xiao1xi5.	This news is official.
334540	这个消息让她很伤心。	Zhe4ge5 xiao1xi5 rang4 ta1 hen3 shang1xin1.	The news made her sad.
334542	我想哭。	Wo3 xiang3 ku1.	I felt like crying.
334544	我觉得很孤独。	Wo3 jue2de5 hen3 gu1du2.	I feel lonely.
334546	我从来没感觉那么好过。	Wo3 cong2lai2 mei2 gan3jue2 na4me5 hao3 guo5.	Never have I felt better.
334547	好好睡了一觉以后，我感觉好多了。	Hao3hao3 shui4 le5 yi1 jiao4 yi3hou4, wo3 gan3jue2 hao3 duo1 le5.	After sleeping well, I felt much better.
334548	我回到家的时候，感觉非常饿。	Wo3 hui2dao4 jia1 de5 shi2hou5, gan3jue2 fei1chang2 e4.	When I got home, I was very hungry.
334549	我感觉好像死了一样。	Wo3 gan3jue2 hao3xiang4 si3 le5 yi1yang4.	I felt like I was dead.
334550	我感觉就像做梦一样。	Wo3 gan3jue2 jiu4 xiang4 zuo4meng4 yi1yang4.	I felt as if I were in a dream.
334551	说了所有我要说的话后，我感觉很轻松。	Shuo1 le5 suo3you3 wo3 yao4 shuo1 de5 hua4 hou4, wo3 gan3jue2 hen3 qing1song1.	I felt quite relieved after I had said all I wanted to say.
334552	我感觉困得几乎不能睁开我的眼睛了。	Wo3 gan3jue2 kun4 de5 ji1hu1 bu4 neng2 zheng1kai1 wo3 de5 yan3jing5 le5.	I felt so sleepy that I could hardly keep my eyes open.
334554	我做事该果断。	Wo3 zuo4shi4 gai1 guo3duan4.	I should stop procrastinating.
334555	我们何不回家呢？	Wo3men5 he2bu4 hui2jia1 ne5?	Why don't we go home?
334556	这个工作没有酬劳。	Zhe4ge5 gong1zuo4 mei2you3 chou2lao2.	This job doesn't pay.
334560	威胁我也没用，我什么都不会说的。	Wei1xie2 wo3 ye3 mei2 yong4, wo3 shen2me5 dou1 bu4 hui4 shuo1 de5.	No point in threatening me. I'll still tell you nothing.
334561	我爸爸参加了料理竞赛并得了第一名。	Wo3 ba4ba5 can1jia1 le5 liao4li3 jing4sai4 bing4 de2 le5 di4 yi1 ming2.	My father participated in a cooking contest and came in first.
334563	那个老人，这么说吧，是一本活字典。	Na4ge5 lao3ren2, zhe4me5 shuo1 ba5, shi4 yi1 ben3 huo2 zi4dian3.	That old man, let's just say, is a living dictionary.
334564	他没有房子住。	Ta1 mei2you3 fang2zi5 zhu4.	He has no house to live in.
334566	家乐福的火腿剩料一点都不贵，然而却很好吃。	Jia1le4fu2 de5 huo3tui3 sheng4 liao4 yi1dian3 dou1 bu4 gui4, ran2'er2 que4 hen3 hao3chi1.	Carrefour's Ham offcuts are not expensive at all, but are nonetheless delicious.
334576	我明白你的感受。	Wo3 ming2bai5 ni3 de5 gan3shou4.	I understand how you feel.
334577	他以优异的成绩毕业于剑桥大学。	Ta1 yi3 you1yi4 de5 cheng2ji4 bi4ye4 yu2 Jian4qiao2 Da4xue2.	He graduated from Cambridge with honors.
334578	有条小路穿过农田。	You3 tiao2 xiao3lu4 chuan1guo4 nong2tian2.	There is a path through the fields.
334579	他来这里的目的是什么？	Ta1 lai2 zhe4li3 de5 mu4di4 shi4 shen2me5?	For what purpose did he come here?
334581	你已经去过夏威夷了吗？	Ni3 yi3jing1 qu4 guo5 Xia4wei1yi2 le5 ma5?	Have you ever been to Hawaii?
334582	我很久没见过他了。	Wo3 hen3 jiu3 mei2 jian4 guo5 ta1 le5.	I have not seen him for a long time.
334593	我们很快就到这儿了，不是吗？	Wo3men5 hen3 kuai4 jiu4 dao4 zhe4r5 le5, bu4 shi4 ma5?	We arrived here fast, didn't we?
334594	那有两块蛋糕。	Na4 you3 liang3 kuai4 dan4gao1.	There were two cakes.
334595	你会去访问其他国家吗？	Ni3 hui4 qu4 fang3wen4 qi2ta1 guo2jia1 ma5?	Are you going to visit any other countries?
334596	我爱的那个男孩不爱我。	Wo3 ai4 de5 nei4ge5 nan2hai2 bu4 ai4 wo3.	The boy I love doesn't love me.
334597	顺便说一句，你最近见过他吗？	Shun4bian4 shuo1 yi1ju4, ni3 zui4jin4 jian4 guo5 ta1 ma5?	By the way, have you seen him lately?
334598	她在睡眠中安详地去世了。	Ta1 zai4 shui4mian2 zhong1 an1xiang2 de5 qu4shi4 le5.	She passed away peacefully in her sleep.
334600	你曾经得过重病吗？	Ni3 ceng2jing1 de2 guo5 zhong4 bing4 ma5?	Have you ever had any serious illness?
334602	我们今天所认识的工业在那个时代不存在。	Wo3men5 jin1tian1 suo3 ren4shi5 de5 gong1ye4 zai4 nei4ge5 shi2dai4 bu4 cun2zai4.	Industry as we know it today didn't exist in those days.
334604	魔术师吸引了孩子们的注意。	Mo2shu4shi1 xi1yin3 le5 hai2zi5men5 de5 zhu4yi4.	The magician had the children's attention.
334607	邻居看见信箱不是空的。	Lin2ju1 kan4jian4 xin4xiang1 bu4 shi4 kong1 de5.	The neighbours see that the mailbox hasn't been emptied.
334609	他们嫉妒我们的成功。	Ta1men5 ji2du4 wo3men5 de5 cheng2gong1.	They are jealous of our success.
334610	他明天能来吗？	Ta1 ming2tian1 neng2 lai2 ma5?	Will he be able to come tomorrow?
334611	她假装是学生。	Ta1 jia3zhuang1 shi4 xue2sheng5.	She pretended to be a student.
334612	再走一步的话，你就已经跌下楼梯了。	Zai4 zou3 yi1 bu4 de5 hua4, ni3 jiu4 yi3jing1 die1 xia4 lou2ti1 le5.	Another step, and you would have fallen down the stairs.
334613	那不可能是玛丽，她现在在医院。	Na4 bu4 ke3neng2 shi4 Ma3li4, ta1 xian4zai4 zai4 yi1yuan4.	That can't be Mary. She's in the hospital now.
334614	“酒水免费吗？”“仅女士而已。”	"Jiu3shui3 mian3fei4 ma5? ""Jin3 nv3shi4 er2yi3."""	"Are the drinks free? ""Only for ladies."""
334615	我老板把艰巨的任务指派给了我。	Wo3 lao3ban3 ba3 jian1ju4 de5 ren4wu5 zhi3pai4 gei3 le5 wo3.	My boss assigned the hard job to me.
334616	他们肯定会相恋的。	Ta1men5 ken3ding4 hui4 xiang1 lian4 de5.	They are sure to fall in love.
334617	我想和她去滑雪。	Wo3 xiang3 he2 ta1 qu4 hua2xue3.	I'd like to go skiing with her.
334618	我没任何零钱。	Wo3 mei2 ren4he2 ling2qian2.	I don't have any change.
334619	这鸟你们用英语怎么称呼？	Zhe4 niao3 ni3men5 yong4 Ying1yu3 zen3me5 cheng1hu5?	What do you call this bird in English?
334620	我听过这首歌的法语版。	Wo3 ting1 guo5 zhe4 shou3 ge1 de5 Fa3yu3 ban3.	I heard the song sung in French.
334621	他怕狗。	Ta1 pa4 gou3.	He's afraid of dogs.
334622	我能问一下您的姓名和住址吗？	Wo3 neng2 wen4 yi1xia4 nin2 de5 xing4ming2 he2 zhu4zhi3 ma5?	Might I ask your name and address?
334623	哪本是你的书？	Na3 ben3 shi4 ni3 de5 shu1?	Which is your book?
334624	你明天这个时候会是在做什么？	Ni3 ming2tian1 zhe4ge5 shi2hou5 hui4 shi4 zai4 zuo4 shen2me5?	What'll you be doing at this time tomorrow?
334625	这药会让你好受点。	Zhe4 yao4 hui4 rang4 ni3 hao3shou4 dian3.	This medicine will make you feel better.
334626	不要走得那么快！我跟不上你们了。	Bu4 yao4 zou3 de5 ne4me5 kuai4! Wo3 gen1bu5shang4 ni3men5 le5.	Don't walk so fast! I can't keep up with you.
334627	你最好现在就走。	Ni3 zui4 hao3 xian4zai4 jiu4 zou3.	You had better go now.
334632	有志者事竟成。	You3 zhi4zhe3 shi4 jing4 cheng2.	Where there is a will, there is a way.
334633	如果我早知道你在这儿的话，我马上就来了。	Ru2guo3 wo3 zao3 zhi1dao5 ni3 zai4 zhe4r5 de5 hua4, wo3 ma3shang4 jiu4 lai2 le5.	If I had known that you were here, I would have come at once.
334634	他在信上说什么？	Ta1 zai4 xin4 shang4 shuo1 shen2me5?	What does he say in his letter?
334635	你这么说很失礼。	Ni3 zhe4me5 shuo1 hen3 shi1li3.	It is rude of you to say so.
334636	男孩躺着听收音机。	Nan2hai2 tang3 zhe5 ting1 shou1yin1ji1.	The boy lay listening to the radio.
334637	这是邮局，那是银行。	Zhe4 shi4 you2ju2, na4 shi4 yin2hang2.	This is a post office and that is a bank.
334638	他的房子又小又旧。	Ta1 de5 fang2zi5 you4 xiao3 you4 jiu4.	His house was small and old.
334639	我打电话订了个披萨。	Wo3 da3 dian4hua4 ding4 le5 ge5 pi1sa4.	I ordered a pizza on the phone.
334640	他银行里有点钱。	Ta1 yin2hang2 li3 you3 dian3 qian2.	He has some money in the bank.
334641	他们可以克服恐惧。	Ta1men5 ke3yi3 ke4fu2 kong3ju4.	They can overcome their fear.
334642	我们应该做到最好。	Wo3men5 ying1gai1 zuo4 dao4 zui4 hao3.	We have to do our best.
334643	昨天，我收到一封用英语写的信。	Zuo2tian1, wo3 shou1dao4 yi1 feng1 yong4 Ying1yu3 xie3 de5 xin4.	I received a letter written in English yesterday.
334644	酸雨不是自然现象。	Suan1yu3 bu4 shi4 zi4ran2 xian4xiang4.	Acid rain is not a natural phenomenon.
334645	我住在一个大城市里。	Wo3 zhu4 zai4 yi1 ge4 da4 cheng2shi4 li3.	I live in a big city.
334646	请你给我一杯水。	Qing3 ni3 gei3 wo3 yi1 bei1 shui3.	Give me a glass of water, please.
334647	天很冷。	Tian1 hen3 leng3.	It's cold.
334648	我希望我们能保持联系。	Wo3 xi1wang4 wo3men5 neng2 bao3chi2 lian2xi4.	I hope we stay in touch.
334653	音乐会上有很多人。	Yin1yue4hui4 shang4 you3 hen3 duo1 ren2.	There were a lot of people at the concert.
334654	我能休息一会儿吗？	Wo3 neng2 xiu1xi5 yi1hui4r5 ma5?	Can I rest a bit?
334656	问问他会不会说日语。	Wen4 wen4 ta1 hui4bu4hui4 shuo1 Ri4yu3.	Ask him if he can speak Japanese.
334657	鸟儿身上铺满了白色的羽毛。	Niao3r5 shen1shang5 pu1 man3 le5 bai2se4 de5 yu3mao2.	The bird was covered with white feathers.
334659	你去过京都吗？	Ni3 qu4 guo5 Jing1du1 ma5?	Have you ever visited Kyoto?
334661	我爸爸已经戒烟戒酒了。	Wo3 ba4ba5 yi3jing1 jie4 yan1 jie4 jiu3 le5.	My father has already given up smoking and drinking.
334667	英语不容易，但很有意思。	Ying1yu3 bu4 rong2yi4, dan4 hen3 you3 yi4si5.	English is not easy, but it is interesting.
334668	好好努力，你就能通过考试。	Hao3hao1 nu3li4, ni3 jiu4 neng2 tong1guo4 kao3shi4.	Work hard, and you will pass the examination.
334672	男人应该工作。	Nan2ren2 ying1gai1 gong1zuo4.	A man must work.
334677	他上学很可能会迟到。	Ta1 shang4xue2 hen3 ke3neng2 hui4 chi2dao4.	He is likely to be late for school.
334679	警察对他们说：“住手”。	"Jing3cha2 dui4 ta1men5 shuo1: ""Zhu4 shou3""."	"The policemen said to them, ""Stop."""
334680	你不能喝海水，因为它太咸了。	Ni3 bu4 neng2 he1 hai3shui3, yin1wei4 ta1 tai4 xian2 le5.	You can't drink seawater because it's too salty.
334683	你该学得更多。	Ni3 gai1 xue2 de5 geng4 duo1.	You must study more.
334685	我一天也离不开这本字典。	Wo3 yi1 tian1 ye3 li2bu5kai1 zhe4 ben3 zi4dian3.	I cannot do without this dictionary even for a single day.
334687	Ken的狗很大。	Ken de5 gou3 hen3 da4.	Ken's dog is very big.
334689	趁热喝你的汤。	Chen4 re4 he1 ni3 de5 tang1.	Eat your soup while it is hot.
334690	目前我待在酒店。	Mu4qian2 wo3 dai1 zai4 jiu3dian4.	I am staying at the hotel for the time being.
334691	吸烟影响了他的肺部。	Xi1yan1 ying3xiang3 le5 ta1 de5 fei4bu4.	Smoking has affected his lungs.
334693	明天下午2点以前，我希望这工作完成了。	Ming2tian1 xia4wu3 liang3 dian3 yi3qian2, wo3 xi1wang4 zhe4 gong1zuo4 wan2cheng2 le5.	I want this work completed by two o'clock tomorrow afternoon.
334694	我收到了您的信。	Wo3 shou1dao4 le5 nin2 de5 xin4.	I received your letter.
334697	我想要点蛋糕。	Wo3 xiang3yao4 dian3 dan4gao1.	I want some cake.
334698	我希望可以更紧张我的成绩，但是似乎在我生命的某一刻，我决定它将不再那么重要了。	Wo3 xi1wang4 ke3yi3 geng4 jin3zhang1 wo3 de5 cheng2ji4, dan4shi4 si4hu1 zai4 wo3 sheng1ming4 de5 mou3 yi1 ke4, wo3 jue2ding4 ta1 jiang1 bu4 zai4 ne4me5 zhong4yao4 le5.	I wish I could care more about my grades but it seems that, at a certain point of my life, I decided they wouldn't be so important anymore.
334699	这不可能！	Zhe4 bu4 ke3neng2!	It can't be!
334700	总有一些东西我永远不能学会，我的生命不是永恒的！	Zong3 you3 yi1xie1 dong1xi5 wo3 yong3yuan3 bu4 neng2 xue2hui4, wo3 de5 sheng1ming4 bu4 shi4 yong3heng2 de5!	There will always be things I will never learn, I don't have eternity before me!
334703	给你解释这为什么行不通要花很多时间。	Gei3 ni3 jie3shi4 zhe4 wei4shen2me5 xing2bu5tong1 yao4 hua1 hen3 duo1 shi2jian1.	It would take me too much time to explain to you why it's not going to work.
334704	要我相信我会相信你不相信的东西是没用的！	Yao4 wo3 xiang1xin4 wo3 hui4 xiang1xin4 ni3 bu4 xiang1xin4 de5 dong1xi5 shi4 mei2yong4 de5!	It's no use pretending to make me believe that I believe things you don't believe!
334705	你从来没时间处理重要的事情！	Ni3 cong2lai2 mei2 shi2jian1 chu3li3 zhong4yao4 de5 shi4qing5!	You never have time for important things!
334707	你真的没有优先权！	Ni3 zhen1de5 mei2you3 you1xian1quan2!	You really don't have the right priorities!
334710	你真的需要提问题来知道答案吗？	Ni3 zhen1 de5 xu1yao4 ti2 wen4ti2 lai2 zhi1dao4 da2'an4 ma5?	Do you really need to ask the question to know the answer?
334711	我只想查一下我的电子邮件。	Wo3 zhi3 xiang3 cha2 yi1xia4 wo3 de5 dian4zi3you2jian4.	I just wanted to check my email.
334712	这几天我脑袋里的事情太多了。	Zhe4 ji3 tian1 wo3 nao3dai4 li3 de5 shi4qing5 tai4 duo1 le5.	I have too many things on my mind these days.
334716	我明天需要知道。	Wo3 ming2tian1 xu1yao4 zhi1dao4.	I need to know tomorrow.
334721	我们联系上他们已经为时已晚。	Wo3men5 lian2xi4 shang4 ta1men5 yi3jing1 wei2shi2yi3wan3.	We were unable to make contact with them until it was too late.
334723	她的孩子她都一样爱。	Ta1 de5 hai2zi5 ta1 dou1 yi1yang4 ai4.	She loved her children alike.
334725	桌上有个苹果。	Zhuo1 shang4 you3 ge5 ping2guo3.	There is one apple on the desk.
334726	我无法不去想被偷掉的钱。	Wo3 wu2fa3 bu4 qu4 xiang3 bei4 tou1 diao4 de5 qian2.	I cannot stop thinking of the stolen money.
334727	他一直抱怨他的房间很小。	Ta1 yi1zhi2 bao4yuan4 ta1 de5 fang2jian1 hen3 xiao3.	He is always complaining of his room being small.
334729	我们必须遵守规则。	Wo3men5 bi4xu1 zun1shou3 gui1ze2.	We have to go by the rules.
334732	旅行社的利润猛涨。	Lv3xing2she4 de5 li4run4 meng3zhang4.	Travel agencies' profits soared.
334733	不仅他们，连我也被老师罚了。	Bu4 jin3 ta1men5, lian2 wo3 ye3 bei4 lao3shi1 fa2 le5.	Not only they but also I was scolded by the teacher.
334734	就像你们知道的那样，毅力是成功的关键。	Jiu4 xiang4 ni3men5 zhi1dao4 de5 na4yang4, yi4li4 shi4 cheng2gong1 de5 guan1jian4.	Perseverance, as you know, is the key to success.
334737	唯一比无论什么资源都珍贵的是土地。	Wei2yi1 bi3 wu2lun4 shen2me5 zi1yuan2 dou1 zhen1gui4 de5 shi4 tu3di4.	The one resource more precious than any other was land.
334740	我没请他来参加庆祝会，感到有点内疚。	Wo3 mei2 qing3 ta1 lai2 can1jia1 qing4zhu4hui4, gan3dao4 you3dian3 nei4jiu4.	I feel a little guilty that I didn't invite him to join the celebration.
334742	地球的外形和橙子相似。	Di4qiu2 de5 wai4xing2 he2 cheng2zi5 xiang1si4.	The earth is similar to an orange in shape.
334743	这是谁建的？	Zhe4 shi4 shei2 jian4 de5?	Who built it?
334748	今晚会下雪吗？	Jin1wan3 hui4 xia4xue3 ma5?	Will it snow tonight?
334749	你可以毫无问题地辨别孩子们的声音。	Ni3 ke3yi3 hao2wu2 wen4ti2 de5 bian4bie2 hai2zi5men5 de5 sheng1yin1.	You can identify children's voices without any problem.
334751	两个孩子的年龄加起来和他们的父亲相当。	Liang3 ge4 hai2zi5 de5 nian2ling2 jia1 qi3lai5 he2 ta1men5 de5 fu4qin5 xiang1dang1.	The ages of the two children put together was equivalent to that of their father.
334754	你走或留，随你高兴。	Ni3 zou3 huo4 liu2, sui2 ni3 gao1xing4.	You can go or stay, as you wish.
334761	我今晚10点见你比较方便。	Wo3 jin1wan3 shi2 dian3 jian4 ni3 bi3jiao4 fang1bian4.	It's convenient for me to see you at ten tonight.
334763	他狼吞虎咽地吃了一顿。	Ta1 lang2tun1-hu3yan4 de5 chi1 le5 yi1 dun4.	He devoured his meal.
334765	他的包就在这儿，所以他不可能已经去了学校。	Ta1 de5 bao1 jiu4 zai4 zhe4r5, suo3yi3 ta1 bu4 ke3neng2 yi3jing1 qu4 le5 xue2xiao4.	His bag is right here, so he cannot have gone to school yet.
334771	我厌烦了他的长篇大论。	Wo3 yan4fan2 le5 ta1 de5 chang2pian1-da4lun4.	I got bored with his long talk.
334772	领主对他的臣民有绝对权力。	Ling3zhu3 dui4 ta1 de5 chen2min2 you3 jue2dui4quan2 li4.	The lord held absolute power over his subjects.
334773	迷路的渔船安全地返回了港口。	Mi2lu4 de5 yu2chuan2 an1quan2 de5 fan3hui2 le5 gang3kou3.	The fishing boat that had been missing returned to its port safely.
334778	你觉得他会对什么主题感兴趣？	Ni3 jue2de5 ta1 hui4 dui4 shen2me5 zhu3ti2 gan3 xing4qu4?	What subject do you think he is interested in?
334779	我们有两个女儿。	Wo3men5 you3 liang3 ge4 nv3'er2.	We have two daughters.
334780	我去不了，也不想去。	Wo3 qu4bu5liao3, ye3 bu4 xiang3 qu4.	I can't go, nor do I want to.
334781	如果我早知道，我不会跟她说这种话。	Ru2guo3 wo3 zao3 zhi1dao5, wo3 bu4 hui4 gen1 ta1 shuo1 zhe4zhong3 hua4.	Had I known that, I wouldn't have said such a thing to her.
334782	我没有一次演讲的时候是不紧张的。	Wo3 mei2you3 yi1ci4 yan3jiang3 de5 shi2hou5 shi4 bu4 jin3zhang1 de5.	I never make a speech without being nervous.
334783	他已经吃过午饭了。	Ta1 yi3jing1 chi1 guo5 wu3fan4 le5.	He has already had lunch.
334784	一个是新的，另一个是旧的。	Yi1 ge4 shi4 xin1 de5, ling4 yi1 ge4 shi4 jiu4 de5.	One is new, and the other is old.
334785	我很抱歉那么晚回家。	Wo3 hen3 bao4qian4 na4me5 wan3 hui2jia1.	I'm very sorry that I came home so late.
334786	我们的老师会给我们出难题。	Wo3men5 de5 lao3shi1 hui4 gei3 wo3men5 chu1 nan2ti2.	Our teacher will give us difficult problems.
334787	成千上万的人想要知道答案。	Cheng2qian1shang4wan4 de5 ren2 xiang3 yao4 zhi1dao4 da2'an4.	Thousands of people wanted to know the answer.
334788	我从英国订了好几本书。	Wo3 cong2 Ying1guo2 ding4 le5 hao3 ji3 ben3 shu1.	I ordered several books from England.
334789	演出什么时候开始？	Yan3chu1 shen2me5 shi2hou5 kai1shi3?	What time does the play begin?
334790	这是我年轻时候住的房子。	Zhe4 shi4 wo3 nian2qing1 shi2hou5 zhu4 de5 fang2zi5.	This is the house where I used to live when I was young.
334791	美国的自然资源很丰富。	Mei3guo2 de5 zi4ran2 zi1yuan2 hen3 feng1fu4.	The United States is abundant in natural resources.
334793	我们能赶上最后一班火车。	Wo3men5 neng2 gan3shang4 zui4 hou4 yi1 ban1 huo3che1.	We were able to catch the last train.
334794	美穗是钢琴家。	Mei3sui4 shi4 gang1qin2jia1.	Miho is a pianist.
334795	今天早上，我吃了面包夹黄油。	Jin1tian1 zao3shang5, wo3 chi1 le5 mian4bao1 jia1 huang2you2.	I ate bread and butter this morning.
334796	他工作得太多，病倒了。	Ta1 gong1zuo4 de5 tai4 duo1, bing4dao3 le5.	He worked too hard, and became sick.
334798	门铃响的时候，我正准备出门。	Men2ling2 xiang3 de5 shi2hou5, wo3 zheng4 zhun3bei4 chu1men2.	I was about to leave when the doorbell rang.
334802	我看见一只猫追着一只狗跑。	Wo3 kan4jian4 yi1 zhi1 mao1 zhui1 zhe5 yi1 zhi1 gou3 pao3.	I see a cat chasing a dog.
334804	他透露了我的秘密。	Ta1 tou4lu4 le5 wo3 de5 mi4mi4.	He disclosed my secret.
334806	他很困惑该走哪条路。	Ta1 hen3 kun4huo4 gai1 zou3 na3 tiao2 lu4.	He was doubtful about which way to take.
334808	你凭什么叫我走？	Ni3 ping2 shen2me5 jiao4 wo3 zou3?	Who are you to tell me to get out?
334812	她喜欢受男生注目。	Ta1 xi3huan5 shou4 nan2sheng1 zhu4mu4.	She likes to get boys' attention.
334814	告诉我他怎么弄到的。	Gao4su5 wo3 ta1 zen3me5 nong4dao4 de5.	Tell me how he got it.
334817	在这种困难的时候，任何寻常的努力都无法使我们的公司摆脱赤字。	Zai4 zhe4zhong3 kun4nan5 de5 shi2hou5, ren4he2 xun2chang2 de5 nu3li4 dou1 wu2fa3 shi3 wo3men5 de5 gong1si1 bai3tuo1 chi4zi4.	In hard times like this, no ordinary effort can get our company out of the red.
334818	你不能未经允许就看别人的私人信件。	Ni3 bu4 neng2 wei4jing1 yun3xu3 jiu4 kan4 bie2ren5 de5 si1ren2 xin4jian4.	You shouldn't read other people's private letters without permission.
334824	烟从烟囱里冒了出来。	Yan1 cong2 yan1cong1 li3 mao4 le5 chu1lai2.	The smoke went upward through the chimney.
334827	是你该放弃你幼稚手段的时候了。	Shi4 ni3 gai1 fang4qi4 ni3 you4zhi4 shou3duan4 de5 shi2hou5 le5.	It is time you left off your childish ways.
334828	我发现读这本书很难。	Wo3 fa1xian4 du2 zhe4 ben3 shu1 hen3 nan2.	I found it difficult to read the book.
334830	你怎么会不知道？	Ni3 zen3me5 hui4 bu4 zhi1dao4?	How come you don't know this?
334831	他说他怕天会下雨。	Ta1 shuo1 ta1 pa4 tian1 hui4 xia4yu3.	He said that he was afraid it would be rainy.
334833	我能看一眼那本杂志吗？	Wo3 neng2 kan4 yi1yan3 nei4 ben3 za2zhi4 ma5?	Can I have a look at the magazine?
334835	他们指责我没有信守诺言。	Ta1men5 zhi3ze2 wo3 mei2you3 xin4shou3 nuo4yan2.	They accused me of having broken my promise.
334839	两个侦探跟着嫌疑人。	Liang3 ge4 zhen1tan4 gen1zhe5 xian2yi2ren2.	Two detectives followed the suspect.
334843	我有必要向他解释原因吗？	Wo3 you3 bi4yao4 xiang4 ta1 jie3shi4 yuan2yin1 ma5?	Is it necessary for me to explain the reason to him?
334845	我在哪儿可以弄到电话卡？	Wo3 zai4 na3r5 ke3yi3 nong4dao4 dian4hua4ka3?	Where can I get a telephone card?
334848	我建议你永远不要入不敷出。	Wo3 jian4yi4 ni3 yong3yuan3 bu4 yao4 ru4bu4fu1chu1.	I advise you never to live beyond your income.
334850	很幸运地，我在机场遇到了我的老朋友。	Hen3 xing4yun4 de5, wo3 zai4 ji1chang3 yu4 dao4 le5 wo3 de5 lao3 peng2you5.	Quite by chance, I met my old friend at the airport.
334852	透过窗，我们可以看到很美的海景。	Tou4guo4 chuang1, wo3men5 ke3yi3 kan4 dao4 hen3 mei3 de5 hai3jing3.	We have a good view of the sea from the window.
334854	他不太关注棒球。	Ta1 bu4 tai4 guan1zhu4 bang4qiu2.	He doesn't care much for baseball.
334855	这个价格不合理。	Zhe4ge5 jia4ge2 bu4 he2li3.	The price isn't reasonable.
334857	我想某一天拜访你的国家。	Wo3 xiang3 mou3 yi1 tian1 bai4fang3 ni3 de5 guo2jia1.	I'd like to visit your country someday.
334858	我谨记祸不单行。	Wo3 jin3ji4 huo4bu4dan1xing2.	I bear in mind that misfortunes never come singly.
334861	我们昨天发出了邀请。	Wo3men5 zuo2tian1 fa1chu1 le5 yao1qing3.	We sent out the invitations yesterday.
334862	她每周上一次钢琴课。	Ta1 mei3 zhou1 shang4 yi1 ci4 gang1qin2 ke4.	She takes piano lessons once a week.
334863	他很凶。	Ta1 hen3 xiong1.	He is mean.
334864	我对玛丽的帮助表示了感谢。	Wo3 dui4 Ma3li4 de5 bang1zhu4 biao3shi4 le5 gan3xie4.	I thanked Mary for her help.
334865	她对当下的流行很敏感。	Ta1 dui4 dang1xia4 de5 liu2xing2 hen3 min3gan3.	She is sensitive to current fashions.
334866	美国有50个州。	Mei3guo2 you3 wu3 shi2 ge4 zhou1.	There are fifty states in the United States.
334867	我是牛津大学的学生。	Wo3 shi4 Niu2jin1 Da4xue2 de5 xue2sheng5.	I am a student at Oxford University.
334868	在非洲有许多孩子死于饥饿。	Zai4 Fei1zhou1 you3 xu3duo1 hai2zi5 si3 yu2 ji1'e4.	Many children die of starvation in Africa.
334869	你去过神户吗？	Ni3 qu4 guo5 Shen2hu4 ma5?	Have you ever been to Kobe?
334870	她看上去很伤心。	Ta1 kan4shang5qu5 hen3 shang1xin1.	She looked sad.
